<string>:12: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
[2026-04-10T03:40:17.805553Z] ============================================================
[2026-04-10T03:40:17.805685Z] 🔍 Starting BTC Multi-Timeframe Alignment Monitor
[2026-04-10T22:17:18.350181Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:18:18.350508Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:19:18.350889Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:20:18.351211Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:21:18.351505Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:22:18.351828Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:23:18.352265Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:24:18.352560Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:25:18.352866Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:26:18.353254Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:27:18.353467Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:28:18.353713Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:29:18.353990Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:30:18.354275Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:31:18.354564Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:32:18.354845Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:33:18.355117Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:34:18.355392Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:35:18.355658Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:36:18.355946Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:37:18.356186Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:38:18.356450Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:39:18.356700Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:40:18.356896Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:41:18.357158Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:42:18.357405Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:43:18.357669Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:44:18.357993Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:45:18.358271Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:46:18.358592Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:47:18.358872Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:48:18.359157Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:49:18.359447Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:50:18.359741Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:51:18.360031Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:52:18.360332Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:53:18.360608Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:54:18.360888Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:55:18.361202Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:56:18.361559Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:57:18.361862Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:58:18.362205Z] ❌ Error: No module named 'kai_api'
[2026-04-10T22:59:18.362477Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:00:18.362787Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:01:18.363070Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:02:18.363334Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:03:18.363604Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:04:18.363856Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:05:18.364119Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:06:18.364376Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:07:18.364646Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:08:18.364890Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:09:18.365154Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:10:18.365422Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:11:18.365686Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:12:18.365950Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:13:18.366221Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:14:18.366489Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:15:18.366743Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:16:18.367034Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:17:18.367305Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:18:18.367591Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:19:18.367881Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:20:18.368176Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:21:18.368475Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:22:18.368774Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:23:18.369083Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:24:18.369389Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:25:18.369699Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:26:18.369975Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:27:18.370282Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:28:18.370800Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:29:18.371063Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:30:18.371358Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:31:18.371654Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:32:18.371933Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:33:18.372189Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:34:18.372467Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:35:18.372747Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:36:18.373006Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:37:18.373263Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:38:18.373510Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:39:18.382787Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:40:18.383065Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:41:18.383346Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:42:18.384125Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:43:18.384435Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:44:18.384745Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:45:18.385025Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:46:18.385306Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:47:18.385641Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:48:18.385948Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:49:18.386336Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:50:18.386661Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:51:18.386953Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:52:18.387267Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:53:18.387591Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:54:18.387929Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:55:18.388262Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:56:18.388594Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:57:18.388934Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:58:18.389220Z] ❌ Error: No module named 'kai_api'
[2026-04-10T23:59:18.389483Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:00:18.389813Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:01:18.390093Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:02:18.390382Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:03:18.390684Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:04:18.391592Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:05:18.391914Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:06:18.393266Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:07:18.393564Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:08:18.393889Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:09:18.394198Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:10:18.394480Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:11:18.394768Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:12:18.395051Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:13:18.395381Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:14:18.395683Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:15:18.395969Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:16:18.396286Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:17:18.396601Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:18:18.405977Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:19:18.406259Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:20:18.406571Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:21:18.406862Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:22:18.407169Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:23:18.407554Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:24:18.407871Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:25:18.408187Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:26:18.409206Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:27:18.409503Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:28:18.409794Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:29:18.410067Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:30:18.410347Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:31:18.410626Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:32:18.410912Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:33:18.411206Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:34:18.411487Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:35:18.411784Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:36:18.412094Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:37:18.412397Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:38:18.412683Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:39:18.413029Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:40:18.413325Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:41:18.414318Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:42:18.414648Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:43:18.414925Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:44:18.415218Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:45:18.415499Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:46:18.415769Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:47:18.416051Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:48:18.416357Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:49:18.416635Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:50:18.416884Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:51:18.417153Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:52:18.417457Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:53:18.417753Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:54:18.418084Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:55:18.419052Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:56:18.419348Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:57:18.419676Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:58:18.419937Z] ❌ Error: No module named 'kai_api'
[2026-04-11T00:59:18.420203Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:00:18.420470Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:01:18.420779Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:02:18.421067Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:03:18.421353Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:04:18.421697Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:05:18.422011Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:06:18.422293Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:07:18.422579Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:08:18.422880Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:09:18.423206Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:10:18.423503Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:11:18.423784Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:12:18.424065Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:13:18.424314Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:14:18.424628Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:15:18.424930Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:16:18.425222Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:17:18.425508Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:18:18.425788Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:19:18.426090Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:20:18.426419Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:21:18.426708Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:22:18.427019Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:23:18.427315Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:24:18.427629Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:25:18.427928Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:26:18.428223Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:27:18.428551Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:28:18.428852Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:29:18.429141Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:30:18.429480Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:31:18.429775Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:32:18.430080Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:33:18.430394Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:34:18.430700Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:35:18.430995Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:36:18.431264Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:37:18.431494Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:38:18.431794Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:39:18.432092Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:40:18.432407Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:41:18.432735Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:42:18.433099Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:43:18.433502Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:44:18.433815Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:45:18.434091Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:46:18.434397Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:47:18.434699Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:48:18.435622Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:49:18.435902Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:50:18.436249Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:51:18.436567Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:52:18.436833Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:53:18.437111Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:54:18.437481Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:55:18.437818Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:56:18.438106Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:57:18.438494Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:58:18.438847Z] ❌ Error: No module named 'kai_api'
[2026-04-11T01:59:18.439886Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:00:18.440199Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:01:18.440489Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:02:18.440785Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:03:18.441062Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:04:18.441349Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:05:18.441637Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:06:18.441985Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:07:18.442257Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:08:18.442499Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:09:18.443079Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:10:18.443394Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:11:18.443661Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:12:18.443930Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:13:18.444193Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:14:18.444490Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:15:18.444778Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:16:18.445046Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:17:18.445310Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:18:18.445562Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:19:18.445836Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:20:18.446108Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:21:18.446410Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:22:18.446702Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:23:18.447009Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:24:18.447277Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:25:18.447568Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:26:18.447873Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:27:18.448255Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:28:18.448580Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:29:18.448899Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:30:18.449186Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:31:18.449515Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:32:18.449819Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:33:18.450143Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:34:18.450541Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:35:18.450857Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:36:18.451148Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:37:18.451394Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:38:18.451699Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:39:18.451997Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:40:18.452307Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:41:18.452607Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:42:18.452902Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:43:18.453179Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:44:18.453450Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:45:18.453731Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:46:18.454010Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:47:18.454275Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:48:18.454557Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:49:18.454874Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:50:18.455156Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:51:18.455453Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:52:18.455770Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:53:18.456097Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:54:18.456400Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:55:18.456675Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:56:18.456955Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:57:18.457284Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:58:18.457638Z] ❌ Error: No module named 'kai_api'
[2026-04-11T02:59:18.457921Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:00:18.458208Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:01:18.458493Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:02:18.458763Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:03:18.459067Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:04:18.459372Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:05:18.459660Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:06:18.459971Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:07:18.460267Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:08:18.460553Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:09:18.460861Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:10:18.470213Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:11:18.470486Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:12:18.470777Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:13:18.471070Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:14:18.471371Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:15:18.471660Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:16:18.471938Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:17:18.472200Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:18:18.472501Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:19:18.472783Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:20:18.473076Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:21:18.473397Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:22:18.473644Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:23:18.473896Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:24:18.474160Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:25:18.474445Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:26:18.474711Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:27:18.474988Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:28:18.475267Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:29:18.475521Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:30:18.475793Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:31:18.476061Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:32:18.476927Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:33:18.477191Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:34:18.477469Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:35:18.477742Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:36:18.478020Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:37:18.478326Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:38:18.478615Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:39:18.478870Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:40:18.479138Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:41:18.479442Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:42:18.479726Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:43:18.479972Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:44:18.480236Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:45:18.480507Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:46:18.480835Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:47:18.481094Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:48:18.481407Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:49:18.481671Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:50:18.481948Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:51:18.482228Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:52:18.482581Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:53:18.482854Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:54:18.483139Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:55:18.483443Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:56:18.483724Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:57:18.484026Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:58:18.484317Z] ❌ Error: No module named 'kai_api'
[2026-04-11T03:59:18.484622Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:00:18.484888Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:01:18.485158Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:02:18.485444Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:03:18.485738Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:04:18.486060Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:05:18.486322Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:06:18.486603Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:07:18.486889Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:08:18.487183Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:09:18.487483Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:10:18.487804Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:11:18.488097Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:12:18.488613Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:13:18.488917Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:14:18.489204Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:15:18.489497Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:16:18.489780Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:17:18.490069Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:18:18.490388Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:19:18.490677Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:20:18.491085Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:21:18.491444Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:22:18.491730Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:23:18.492000Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:24:18.492294Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:25:18.492622Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:26:18.492936Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:27:18.493218Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:28:18.493498Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:29:18.493837Z] ❌ Error: No module named 'kai_api'
[2026-04-11T04:30:18.494206Z] ❌ Error: No module named 'kai_api'
